,topic,keyword,utterances_text
8003,스포츠 및 e스포츠,골프,"골프에 대해 들어봄?
응, 골프는 재미있어!
나도 한 번 해보고 싶은데 어떻게 시작해야 해?
골프에 미치다라는 교습서가 나왔더라고!
레알루다가? 그 책은 무슨 내용이야?
골프의 기초부터 중급자를 위한 팁까지 다양한 내용이 들어있대
그럼 초보자도 쉽게 배울 수 있을까?
응, 질문과 답변 형식으로 설명되어 있어 이해하기 쉬워
글쿠나. 그리고 QR 코드로 동영상도 볼 수 있다고 하던데
마좌 설명과 같이 동영상으로 보면 더 이해하기 쉬울 거야
책을 집필한 사람은 누구야?
이주호 원장이라는 사람이야. 골프 아카데미를 운영하고 있어
글쿠나. 그 사람은 골프에 대해 어떤 생각을 가지고 있어?
그 사람은 골프를 너무 어렵게 생각하지 말라고 말하더라
그래서 어떻게 해야 해?
그 사람은 실수를 받아들이고 파세이브 확률을 높이는 연습을 하라고 해"
8530,스포츠 및 e스포츠,월드컵,"오늘 월드컵 경기 볼래?
응! 어떤 경기인데?
메시가 출전하는 아르헨티나 경기야
충공! 와! 메시 경기는 항상 재밌어
맞아! 그리고 음바페와 레반도프스키도 출전해
골든볼 후보들이 대거 출격하는구나
메시는 월드컵에서 6골을 기록 중이래
레알 레게노다! 그럼 오늘도 골을 넣을까?
메시는 2014년 월드컵에서 한 경기에 2골을 넣었어
오늘 상대가 약체라면 다득점도 기대할 만하겠다
메시는 이번 대회가 마지막 월드컵이 될 가능성이 크대
그러면 월드컵 우승의 한을 풀 수 있을지 기대돼
맞아! 아르헨티나는 2019년 이후 36경기 연속 무패 중이야
오늘도 이길 수 있을까? 기대돼!
만약 이기면 이탈리아와 동률이 될 거야
아르헨티나를 응원하자!"
10538,"여행, 관광 및 명소",동해 무릉오선녀탕' 인기,"야~ 지금 나 동해 바다에 아이들하고 왔어, 물놀이하러 왔지 뭐야.
ㅋㅋ 요즘 휴가철이라 바닷물보다 사람들이 바글바글하지? 바다 대신에 무릉건강숲 근처에 무릉오션녀탕 가는 거 어때? 거기 추천한다니까.
무릉오션녀탕이 뭐야? 혹시 작은 사우나 같은 곳인가?
아니, 애들한테 정말 좋은 곳이야. 삼화동에 있는 무릉계곡 주변에 자연 친화적으로 조성된 놀이터라고 생각하면 돼. 야외에 수영장도 다섯 개나 있어.
정말? 바다에서 사람들에게 치이는 것보다 훨씬 낫겠다. 근데 야외 수영장이면 입장료가 비쌀 것 같은데?
동해시에서 관리하니까 가격이 진짜 착하다니까. 입장료는 공짜고, 주차하는 차량에서 환경 유지 비용으로 조금만 내면 돼.
우와, 계곡 가운데 수영장에서 노는 건데 공짜라니 대박이다. 그런데 시설은 괜찮아?
ㅎㅎ 화장실부터 탈의실, 포토존, 매점, 안전 관리소까지 모든 게 다 있어.
이런 곳이 공짜라니 이해가 안 가. 지금 당장 차 방향 틀어서 가봐야겠다.
그래서 가족 단위로 아이들 데리고 오는 사람들 사이에서 엄청 인기가 많아졌어. ㅋㅋ
나 지금 네비에 찍는 중인데, 무릉오션녀탕 주소가 어떻게 되지? ㅋㅋ 서두르고 싶어서 그래.
강원도 동해시 삼화동 산 180-7번지야. ㅋㅋ 가보면 알겠지만, 숲도 짙고 물도 시원한 지하수랑 계곡물로 쓰고 있어.
동해시가 진짜 대단하다. 이번에 가족들하고 오랜만에 제대로 힐링할 수 있을 것 같아.
ㅋㅋ 오전 9시부터 오후 5시까지 운영하니까, 애들 놀 때 너도 좀 쉬어.
너만큼 나를 이해해주는 사람도 없다니까.
ㅋㅋ 도착하면 연락해. 사실 나도 지금 애들 데리고 무릉오션녀탕에 있거든. 오랜만에 만나게 되겠다."
11268,"여행, 관광 및 명소",에어비앤비,"에어비앤비로 여행하면 굿굿!
응! 에어비앤비는 편하고 싸니까!
에어비앤비로 광주에 갔었는데 너무 좋았어!
레알? 어떤 숙소였어?
깨끗하고 아늑한 게스트하우스였어!
와! 그럼 나도 광주에 가서 에어비앤비로 숙소 예약해야겠다!
광주 외에도 다른 도시에서도 에어비앤비를 많이 사용하더라!
렬루다가? 어떤 도시가 인기 있었어?
포항, 고양, 화천, 그리고 광주가 인기 있었어!
에어비앤비로 여행하면 도시의 매력을 더 잘 느낄 수 있겠다!
맞아! 그리고 지역 경제에도 도움이 되는거야!
에어비앤비는 한국뿐만 아니라 다른 나라에서도 인기가 많은 거 같아!
맞아! 아시아태평양 지역에서도 많이 사용되고 있어!
에어비앤비로 여행하면 예산도 절약할 수 있겠다!
그래! 다음에도 에어비앤비로 여행하자!
굿굿! 에어비앤비로 더 많은 도시를 여행하고 싶어!"
10069,"여행, 관광 및 명소",해외여행,"여행 계획 있어?
응, 해외여행 가고 싶어!
렬루다가? 어디로 가고 싶어?
유럽이 좋아! 자유롭게 여행하고 싶어
여기어때에서 해외여행 서비스를 공개했대
짜짜? 어떤 서비스야?
해외특가 상품을 선보였대
와우내 항공권도 숙소도 할인되는 거야?
응, 비행시간이 4시간 이내인 목적지에 집중하고 있대
일본이나 베트남 같은 곳이 대상이라는 거지?
마좌 약 120여개인 해외특가 상품이 있어
연말까지 200개로 늘린다는 거지?
ㅇㅋㅇㅋ 기존 저가 상품의 불편을 해소하려고 노력하고 있어
레알루다가 킹갓인데, 나도 여행 계획 세워야겠어
여기어때에서 예약하면 편리하게 할인 받을 수 있을 거야
그럼 나도 여기어때로 해외여행을 떠나볼게!"
10264,"여행, 관광 및 명소",여행,"여행 가고 싶다ㅠㅠ
나도 여행하고 싶어ㅋㅋ
어디로 가고 싶어?
일본에 가고 싶어ㅎㅎ
일본은 레알루다가 멋진 곳이야
그래! 특히 도쿄가 좋아!
도쿄 타워도 가보고 싶어
나도 도쿄 타워 가보고 싶어!
그럼 같이 가자!
레알루다가? 짜짜로?
응! 같이 가자ㅋㅋ
와 레알 좋겠다ㅠㅠ
일본 음식도 먹고 싶어!
라멘이랑 초밥 먹어야지!
맞아! 그리고 사쿠라도 보고 싶어!
일본은 레알로 멋진 나라야!"
11311,"여행, 관광 및 명소",에어비앤비,"한옥 숙소 예약해봄?
응, 에어비앤비 한옥 카테고리가 생겼더라
에어비앤비는 한국 문화에 관심이 많은 것 같아
맞아 에어비앤비 스타트 기능도 추가했대
에어비앤비 스타트 기능은 뭐임?
자신의 공간을 에어비앤비로 공유할 수 있는 기능이야
그럼 호스트를 위한 에어커버는 ㅁㅇ?
에어커버는 더 향상된 내용이 담긴 기능이야
에어비앤비는 한국 문화를 알리는 활동도 했더라
웅웅 유튜브 크리에이터들과 협업한 인사이드 한옥 캠페인도 했어
한옥 숙소들은 외국인 관광객들에게 인기가 많을 것 같아
맞아 한옥체험업도 알리는 활동을 했었지
에어비앤비는 한옥 숙소들을 소개하는 이벤트도 했어
웅웅 경주 양동마을의 유서 깊은 한옥 숙소들을 소개했던 것 같아
에어비앤비의 업그레이드는 여행자들에게 좋은 소식이야
맞아 더 편리하게 한옥 숙소를 예약할 수 있게 되었어"
11329,"여행, 관광 및 명소",에어비앤비,"에어비앤비가 한옥 카테고리를 신설했어!
오! 한옥 숙소를 쉽게 찾을 수 있게 되었구나!
맞아! 에어비앤비는 새로운 카테고리를 여섯 개 추가했대
어떤 카테고리들이 추가되었어?
한옥 외에도 '신규', '세상의 꼭대기', '무장애', '키즈' 등이야
와! 다양한 숙소들이 추가되었네
응, 이번에는 숙소 스타일에 따라 분류되어서 보다 쉽게 발견할 수 있겠어
에어비앤비 스타트 기능도 공개되었대. 자신의 공간을 에어비앤비할 수 있게 되었어
와 좋네. 호스트를 위한 에어커버도 더 향상되었다고 하더라
에어비앤비는 항상 서비스를 발전시키는구나
맞아! 에어비앤비는 전 세계 수백만 명에게 독특한 숙소를 손쉽게 제공하고 있어
에어비앤비를 통해 다양한 경험을 할 수 있겠네
그래! 한번 에어비앤비로 여행을 가보는 건 어떰?
음, 좋은 생각인 것 같아. 다음 여행 때는 꼭 에어비앤비를 이용해볼게!
그럼 굿굿! 멋진 여행이 되길 바라!
고마워! 에어비앤비 덕분에 더 특별한 여행을 할 수 있을 거야!"
10965,"여행, 관광 및 명소","한국민속촌, 조선시대 추리 콘텐츠 ‘조선살인수사’ 오픈","너 한국민속촌 가본적 있어? 요즘 엄청 핫하더라.
나 어릴 때 가보고는 안 가봤는데, 뭐가 핫하다는 거임?
조선시대 추리 콘텐츠인 조선살인수사를 오픈했다고 하더라.
이름 거창하네 ㅋㅋ. 그럼 거기서 뭐 하는 거야?
관람객이 직접 살인사건을 추리하는 신규 콘텐츠래.
와, 엄청 흥미진진하겠다. 언제 하는거야?
금,토,일에 하는데 날짜는 11월 12일까지래.
좋아! 그럼 우리 10월에 시간 맞춰서 가자.
역시 너가 좋아할 줄 알았어 ㅋㅋ. 그럼 토요일에 가보자.
ㅇㅇ 그럼 어떤 식으로 진행되는거야?
사또의 사건 기록지를 받아 용의자의 정보를 수집해 사건 현장의 실마리를 추리하는 거래.
ㅋㅋ 무진장 흥미롭구먼. 한국민속촌 입장료는 얼마야?
앗, 내가 지금 검색해보니까 입장료랑 조선살인수사 콘텐츠 입장료는 별개네 ㅠㅠ. 12,000원 별도 구매야.
헐, 그럼 2개를 구매해야 하는거구나. 생각보다 고렴이인데?ㅋㅋ
그러네 ㅠㅠ. 그냥 가지말까? 갑자기 흥미가 뚝 떨어짐 ㅠㅠ.
나는 그래도 흥미돋. 밥먹는 비용 아끼고 가보자고. 토요일에 봐."
12143,정치,어촌신활력증진사업' 대상지 65곳 선정,"어제부터 계속 이 카페에 와서 시사 이슈들 파헤치고 있어. ㅎㅎ
취직 준비 때문에 그런 거니?
응응. 취업 준비도 하고, 뭐랄까...꽤 흥미로워서 그래. ㅎㅎ
나도 요새는 정책 관련 기사들 살펴보는 중이야. ㅎㅎ
거기다가 이번에 해수부에서 거액의 사업 자금이 들어간다는 얘기 들었는데 뭔지 알아?
혹시 어촌 신활력증진사업 얘기하는 거야? 그 사업에 나도 관심 가지고 지켜봤어.
그거 맞아. 근데 그 많은 돈이 한 해에 다 쓰이는 건가?
앞으로 5년 동안 300개 어촌을 대상으로 총 3조원이 투입되는 큰 사업이라고.
아하. ㅋㅋ 그럼 어촌에 무슨 지원을 해주는 거야?
주로 경제플랫폼 구축, 생활 플랫폼 조성, 그리고 안전 인프라 구축 지원으로 나뉘어져 있어.
올해에는 사업 대상지들이 정해졌어?
응, 세 가지 사업 유형에 총 65곳을 골랐다고 해.
그러면 경제플랫폼 조성 사업에는 어떤 지역들이 뽑혔어?
보령(충남), 고성(강원), 보성(전남), 영덕(경북), 거제(경남) 등 5곳이 선택됐어.
선택된 곳들이 다시 활기찬 곳으로 변모하면 정말 좋을 것 같아.
맞아, 앞으로 진행 상황도 계속 주목해보자. ㅎㅎ"
11516,정치,사우디 - '네옴시티' 건설,"나 이번에 해외여행 갈거야
넘나 부럽다. 어디로 가려고?
아직 고민중이야. 사우디도 괜찮을 것 같아
그러면 간 김에 신도시 만드는 것도 보고와
사우디에 이번에 신도시가 설립돼?
응. 네옴시티라고 해서 친환경신도시가 설립된다고 하드라
그 도시는 누가 만드는 거야?
네옴시티 건설을 위해 만들어진 네옴컨퍼니에서 진행한대
그럼 그 건설계획은 언제부터 시작 된거야?
2017년 10월 24일 사우디아라비아의 왕세자가 회의에서 발표했대
박박이네. 한국에서도 참여하는 기업이 있어?
현대건설이랑 한미글로벌, sm엔터테인먼트에서도 참여한대
다양한 기업들에서 참여를 하는구나.
그치? 나도 처음에 알고 신기했어
그럼 이번에 기회되면 갔다와야겠다
응. 재밌게 잘 보고오면 좋겠다."
11639,정치,사우디 - '네옴시티' 건설,"요새는 진짜 집 비싸당.
그니까. 신도시에 사니까 더 비싸.
그래도 신도시라서 시설은 깔끔하지.
킹정. ㅋㅋ 신도시가 좋긴 해.
근데 어떤 나라에서 최첨단 신도시 만든다던데?
아아. 사우디아라비아에서 친환경 최첨단 신도시 만들어.
동탄 처럼 신도시 이름도 있어?
웅. 네옴시티야. ㅋㅋ근데 규모는 동탄 그 이상임.
규모가 얼마나 크길래 그래?
서울보다 44배나 더 큰 신도시야.
공사도 진짜 오래 걸리겠네?
웅. 완공은 2030년까지 하는게 목표라고 하더라.
진짜 그냥 나라를 세우는 듯.
그치.어떤 도시일지 넘나리 궁금해.
나중에 다 건설하면 가보자.
좋아. ㅋㅋ 일단 난 자러 갈게."
11874,정치,영아살해 - 유기죄 70년만에 폐지,"대박! 너희들 뉴스 봤어? 영아살해죄와 영아유기죄가 폐지됐대.
당연히 봤지! 지금까지 영아 살해죄는 일반 살해죄는 조금 더 가벼운 처벌을 받고 있었는데 이번에 폐지되서 살인죄와 동일한 형량을 적용받을 거라고 하던데?
그래? 나는 처음 알았는데? 자세히 설명해 줄 수 있어?
형법 제251조에 따라 영아살해죄는 일반 살인죄 보다 가벼운 형량을 적용었는데, 70년 만에 폐지가 결정된거지!
영아살해죄는 1953년에 제정된 법이라고 해. 상당히 오래된 법이라고 할 수 있지!
그렇게 오래된 법인데, 왜 폐지되는 거야? 그 이유도 설명해 줄 수 있어?
최근에 영아가 태어나고도 출생신고도 되지 못한 채 사라지는 등 영아의 생명권 보호에 심각한 문제가 있음을 깨닫게 된 것 같아.
맞아! 그리고 영아살해죄는 1953년 제정된 이후로 한 번도 개정되지 않아 시대 상황을 반영하지 못한다는 비판이 있었다고 해. 이러한 이유 때문에 이번에 폐지하기로 결정한 것 같아!
렬루? 아하 그렇구나! 그럼 영아유기죄도 자세히 설명해주라!
영아유기죄는 형법 제272조에서 규정하고 있었는데, 일반유기죄보다 조금 더 가볍게 처벌하도록 규정되어 있었어.
이것도 결국 영아살해죄와 비슷한 이유로 폐지가 결정되었어.
그럼 정확하게 언제부터 폐지되는거야?
법무부에 따르면, 영아살해죄와 영아유기죄 조항은 2024년 2월 9일에 폐지된다고 해.
처벌이 강화되는 것이다 보니 유예기간을 두는 것 같아!
그럼 얼마나 있다가 폐지되는 거지?
공포 6개월 후부터 폐지될 예정이래.
이렇게 어느 정도 기간을 줘야 국민들이 법이 폐지된 걸 알고 그런 죄를 안 저지르려고 하겠지.
그러네. 이유를 들으니까 충분히 이해가 되는 것 같아.
이번 법 개정으로 영아의 생명보호에 보다 충실할 수 있을 것으로 기대되는 것 같아. 앞으로도 국민들의 감정에 맞는 법 개정이 있었으면 좋겠어.
맞아. 이게 나라지. 빨리 폐지되지 못한 게 아쉬울 따름이야.
그러게. 처음부터 있지 말았어야 하는 법 같아. 이제라도 폐지되어서 다행이긴 하다.
피해자들의 인권을 보호하고 강화하는 방향으로 법이 개정되도록 우리도 계속 감시하고 지켜봐야 할 것 같아.
진짜 레알로 그렇게 될 수 있게. 우리도 법에 관심을 갖도록 하자.
나도 핵공감임. 억울한 사람들이 덜 생길 수 있도록 모두 관심을 가지자."
12489,정치,쌍둥이 임신 땐 태아당 100만원씩 지원,"내 친구들 다둥이 많이 낳더라.
그치. 내 친척도 이번에 쌍둥이 임신했어.
키우기 진짜 힘들텐데. 돈도 2배로 들고.
정부 지원이 많이 필요하긴 해.ㅜㅜ
근데 이번에 다둥이 관련한 정부 발표 있었다며?
ㅇㅇ. 보건복지부에서 건강보험정책심의위원회를 열어 난임, 다둥이 가정의 임신, 출산, 양육 부담을 개선하는 내용을 발표했어!
그러면 다둥이 의료비 바우처도 늘어났으려나?
ㅇㅇ. 이제는 태아 당 100만원씩 지원 받을 수 있어. 단태아는 100만원, 쌍둥이는 200만원, 세쌍둥이라면 300만원을 주는 식이지.
그럼 지금은 어케 시행되고 있었는데?
현재는 태아 1명 임신 시 100만원, 다둥이를 임신하면 태아 수와 관계없이 140만원의 바우처를 지급 하고 있어!
너무 적네. 근데 이 바우처는 어디에 쓸 수 있는거야?
이 바우처 카드로는 의료기관에서 임산부와 2세 미만 영유아 진료비를 결제할 때 쓸 수 있어.
전반적으로 두루 쓸 수 있겠네.
글치. 암튼 혜택 늘어나서 다행이야.
다른 지원도 어떤게 있는지 봐야지.
그래. 미리 알아두면 좋지."
11969,정치,영아살해 - 유기죄 70년만에 폐지,"얘들아, 영아살해죄랑 영아유기죄가 바뀐다고 하던데, 어떻게 바뀌는 거야?
이제 영아살해죄랑 영아유기죄 폐지한다고 국회에서 법안을 의결했어.
이제 영아를 살해하거나 유기하면 일반 살인죄나 유기죄로 처벌받게 된대.
오, 레알? 그럼 이제 영아 살해나 유기에 대한 처벌이 더 강화되는 건가?
ㅇㅇ. 영아살해죄는 분만 중이거나 분만 직후의 아이를 살해한 경우 10년 이하의 징역이었는데, 이제 일반 살인죄랑 똑같이 사형, 무기징역 또는 5년 이상의 징역형을 적용하게 돼.
영아유기죄도 현행은 2년 이하의 징역 또는 300만원 이하의 벌금형인데 이제 일반 유기죄랑 같이 3년 이하 징역 또는 500만원 이하 벌금형이야.
근데 왜 지금 이렇게 영아살해죄랑 영아유기죄가 폐지되는 건지 알아?
최근에 영아 관련 범죄가 사회적 이슈가 되어서 논의가 빨라졌다고 해.
대표적인 사건이 수원 냉장고 영아 시신 사건이 있었지. 진짜 흠좀무였음...
영아살해죄랑 영아유기죄는 언제부터 있었어?
법이 처음 도입된 건 한국 전쟁 때였어. 이번에 70년 만에 폐지되는 거지.
그때 원치 않는 출산이 많았다고 해서 산모의 상황을 감안해 만들어졌던 법이래.
다른 나라들은 영아유기죄나 영아살해죄가 어떻게 돼있어?
프랑스, 스페인, 독일은 영아살해 처벌 규정이 있었는데 폐지했어.
미국이나 일본은 영아살해나 영아유기에 대한 별도의 조항을 두지 않고 있대.
그럼 우리나라도 국제적인 트렌드에 맞춘 거 같네.
사회 전반적으로 더 나아질 수 있는 기회가 생긴 거야.
이번 법 개정으로 앞으로 그런 범죄들이 좀 없어졌으면 좋겠네.
요즘 영아나 아동에 대한 범죄가 많아지고 있어서 잘 폐지하는 거 같음.
맞아. 영아살해죄나 영아유기죄가 지금까지 유지됐던 건 좀 시대착오적이었어.
맞말. 이제라도 바뀌어서 다행이다.
그럼 이제 이 법이 본회의에서 통과될 가능성이 높은 거야?
응, 여야 이견이 없어서 본회의 통과가 유력하다고 해.
본회의 통과하면 확정이야. 빨리 법이 효력 발휘할 수 있게 얼른 통과됐으면 좋겠다."
12524,정치,쌍둥이 임신 땐 태아당 100만원씩 지원,"요즘에 산부인과 보기가 힘들더라 ㅠㅠ. 속상해.
우리 동네 유명 산부인과도 폐원됐어 ㅠㅠ. 혼파망같은 기분이 들더라.
너도 그랬구나? 나도 그랬어. 출산률이 자꾸 낮아지니 걱정이야.
정부가 정책도 조금씩 조정하던데, 앞으론 쌍둥이 임신 바우처 태아당 100만원씩 지원해준다고 하더라.
그래? 원래 태아당 100만원씩 아니었나?
황당한게, 태아당 100만원은 맞는데, 그동안 쌍둥이는 140만원만 지웠했었더라고.
헐, 어이가 없네. 그래도 이제라도 바뀐다니 다행이다. 어디서 결정한거야?
7월 27일에 보건복지부에서 난임,다둥이 맞춤형 지원대책에 대해 발표할때 확정했대.
그렇구나. 그럼 쌍둥이는 200만원이고, 3쌍둥이면 얼마 지원이야?
이젠 태아당이니까 3쌍둥이면 300만원, 4쌍둥이면 400만원이 되는거지.
그래, 그정도는 해줘야 맞다고 생각해. 혹시 다른 지원은 더 바뀐게 없어?
임신기때 근로시간 단축을 9개월부터 가능하게 했는데, 앞으로는 8개월부터 가능하게 바꾼다고 했어.
그래. 요즘엔 빨리 낳는 경우도 많고, 쌍둥이는 또 빨리 출산하게 되는 경우가 많으니까. 그럼 언제부터 적용한대?
당장 적용은 아니고, 내년 1월 1일부터 시행한다고 했어.
아, 빨리 적용되면 좋은데. 그래도 내년부터라도 된다고 하니까 혜택 많이 받으면 좋겠어.
그러게. 임신과 출산은 축복이라고! 괜시리 롬곡 ㅠㅠ."
13485,콘텐츠 소비,공영방송 50주년 KBS 대하사극 '고려거란전쟁',"너 요즘 드라마 뭐 봄?
KBS에서 '고려거란전쟁'이라는 새로운 대하드라마를 방영하는데 대유잼이야
그래? KBS에서 대하드라마라는 타이틀로 방영하는 건 레알 신경 썼다는 건데
마자, 50주년 특별기획 드라마로 제작비가 270억 원이나 들었대
이욜~ 대박인데! 국내 제작비로는 탑급 아닌가?
응. 32부작인데 몽골 현지 로케이션 촬영에 한국 드라마 역사상 최초로 최신 할리우드 특수효과인 버추얼 프로덕션이라는 가상 촬영 기법을 사용했대
박박! 그 정도 스케일이라면 당장 봐야겠다 ㅋㅋ 근데 무슨 내용이야?
당대 최강국 거란과의 26년간의 전쟁을 승리로 이끈 고려 황제 현종과 강감찬을 비롯한 수많은 영웅들에 대한 이야기야
강감찬 장군이라면 귀주대첩 이야기 인가?
응. 2022년 KBS 연기 대상에서 2023년 드라마를 소개할 때 최초로 귀주대첩을 영상화한 드라마로 소개됐어
레알 그동안 귀주대첩을 다룬 드라마가 없었다니 의외인데
마자, 천추태후라는 드라마에서 마지막 회에 내레이션을 포함해서 5분 정도만 방영됐대
최초라는 타이틀이 붙으니까 겁나 흥미로운데 다른 사람들도 관심이 많아?
응. 1회 시청률은 5%였는데 10회에서는 10%로 동시간대에 1위를 했대
머박인데! 나도 넷플에서 정주행 해야겠다 ㅋㅋ
나는 이번 주에도 본방사수할 거임ㅋㅋ"
12849,콘텐츠 소비,드라마,"오늘 남남 마지막회 봤어?
응! 엄청 재밌었어 ㅋㅋ
짜짜? 나도 아직 못 봤는데
너무 추천해! 스토리도 좋고 배우들 연기도 머박이야
그러면 내일 봐야지
응! 꼭 봐야해
남남 이야기 어떤 거야?
남남은 미스터리한 사건이 있는데도 유쾌한 갬성을 잃지 않아
그래? 그러면 재밌을 것 같아
너무 재밌어서 여름 안방극장을 사로잡았어
박성훈 연기는 어땠어?
진희의 경찰대학 선배 역할로 엄청 잘했어
그래? 그러면 박성훈 팬이 될지도
너무 멋있어서 팬이 될 수밖에 없어
남남 끝나면 다른 드라마 볼까?
그래! 다음에 또 얘기하자"
13098,콘텐츠 소비,한국형 히어로물 ‘무빙’,"나 오늘 집에서 쉬려고
집콕하는 거 좋지. 뭐하면서 쉴거야?
나 그냥 티비나 보려고.ㅋㅋ
나도 요새 드라마 보는 재미에 빠짐
어떤 드라마 보는데? 추천 좀 해줘
나는 무빙이 요새 제일 꿀잼이더라
그건 어떤 내용의 드라마인데?
한국형 히어로물 드라마야. 초능력자 이야기지
재밌겠다. 그건 원작이 있어?
ㅇㅇ. 강풀의 웹툰을 원작으로 해서 만든 거야
그렇구나. 거기 누구 나오는데?
한효주, 조인성, 류승범 등 여러 배우가 나와
다들 내가 아는 배우네
응. 유명한 배우들 되게 많이 나와
나도 보고싶다. 오늘부터 봐야겠어
응. 재밌으니깐 꼭 봐"
13433,콘텐츠 소비,공영방송 50주년 KBS 대하사극 '고려거란전쟁',"나 오늘 분좋카 다녀왔어
거기서 뭐하고 왔는데? 궁금
하루종일 책 읽고 왔어.ㅎ
글쿤. 어떤 책 읽었어?
역사 책 읽었어. 고려거란전쟁 얘기가 재밌던데, 이거 드라마로도 나와?
응. 이번 11월에 드라마로 나온다 하더라
정말? 어느 채널에서 나오는데?
kbs 2tv에서 나와. 공영방송 50주년 대하사극이거든
그렇구나. 혹시 현종 역은 누가 맡아?
배우 김동준이 고려의 제8대 황제 현종 역을 맡았어.ㅎ
너무 잘어울린당. 그럼 강감찬 역은 누군데?
강감찬 역은 배우 최수종이 맡았어!
배우 이름만 들어도 엄청 기대 돼.ㅎ
맞아.ㅋㅋ 나도 매우 기대 중이야
얼른 11월이 되었으면 좋겠다
그러니깐. 첫방송만을 기다리는 중이야"
12818,콘텐츠 소비,드라마,"와 이번에 나온 드라마 진짜 재밌더라 ㅋㅋ
레알? 어떤 드라마야?
tvN에서 방영된 산후조리원이라는 드라마인데
그 드라마 어떤 내용이야?
주인공이 최연소 임원이자 최고령 산모로서 산후조리원에서 겪는 이야기를 다루는데
진짜 하이퍼리얼리즘이라고 하던데, 그게 ㅁㅇ?
말 그대로 실제와 같이 현실적으로 표현된 연기라고 해야 해?
그러면 배우들 연기가 대단했겠다
엄지원 배우가 주인공으로 나와서 연기력이 렬루다가 좋았어
엄지원 배우는 항상 연기가 좋아서 기대하고 봤는데 말 그대로 실제 같더라고
그래서 출산장면도 다큐를 참고해서 실제 같이 잘 표현했대
짜짜? 그러면 출산장면이 너무 현실적으로 보였겠다
맞아 마좌 그래서 시청자들에게 충격과 공감을 동시에 안겨줬어
엄마들은 더 공감하고 볼만한 드라마인 것 같다
맞아 작품을 통해 엄마들의 마음을 알게 됐어
엄마들은 일과 육아를 병행하면서 힘들어하는데, 본인의 행복이 중요하다는 메시지를 전달하고 싶었던 거지"
13055,콘텐츠 소비,한국형 히어로물 ‘무빙’,"너 혹시 무빙 봐? 요즘 완전 대세인데...
무빙이 뭐야? 나 티빙은 보는데...
ㅎㅎ 무빙을 모르다니...요새 바빴나보구나. 무빙은 요즘 방영되는 한국형 히어로물 드라마야.
오, 나 히어로물 좋아하는데...히어로물이면 혹시 웹툰 기반인가?
맞아. 원작이 강풀 작가가 그린 웹툰이야. 직접 각본에도 참여했고.
그래? 강풀 원작이면 믿을만 하지. 히어로물이면 캐릭터들이 초능력자인가? 어떤 능력을 갖고 있지?
족집게네. 무한재생능력이나 비행능력 등등 다양한 초능력을 갖고 있는 부모와 아이들의 이야기야.
초능력자 부모와 자식이라니...신박한 설정이네. 주연은 누구야?
조인성과 한효주. 여기에 류승룡이나 차태현 같은 원작에 없던 이야기도 나와.
재밌겠다. 나도 함 볼까? 이거 어디서 볼 수 있어? 넷플릭스?
넷플릭스가 아니고 디즈니 플러스 독점작이야.
휴, 다행이다. 인터넷 프로모션으로 가입한 디즈니 플러스가 아직 개월 수가 좀 남았거든.
그럼 꼭 한번 봐봐. 보면 시간 가는 줄 모를걸?
근데 내가 정주행충이라...완결되면 보고 싶은데 언제가 종영이야?
10월 20일에 20화를 끝으로 종영할 예정임.
그럼 종영 3일쯤 전부터 달려야겠다. 정보 고마워."
13101,콘텐츠 소비,한국형 히어로물 ‘무빙’,"다음 주에 휴가 받음.
오. 며칠 휴가 받았어?
2일 받았어. ㅋㅋ 놀러 가기엔 애매한데.
그러면 집에서 치맥 먹으면서 쉬어도 좋겠다.
홈캉스도 너무 좋지. ㅋㅋ 요새 조인성 드라마 찍었다며?
웅. 무빙이라는 드라마야. ㅋㅋ 나도 보는 중.
그건 어디에서 하는 드라마야?
디즈니 플러스 오리지널 드라마야. ㅋㅋ 그래서 구독도 함.
넷플릭스에서는 볼 수 는 없어?
ㅇㅇ. 넷플릭스에서는 안타깝지만 볼 수 없당. ㅠㅠ
그렇구만. 근데 총 몇부작이야?
총 20부작 드라마야. ㅋㅋ 난 이제 5편 봤다. ㅋㅋ
난 휴가 때 몰아서 봐야지.
응. 정주행 해서 완결까지 가자.
웅. 빨리 휴가 왔으면. ㅠㅠ
그니까. 드라마 보면서 푹 쉬자."
